Solver,Dataset,Accuracy,Precision,Recall,F1-Score
or_min,solution_time (Test) - 50e,0.975,0.5,0.4875,0.4936708860759494
or_min,solution_time (Val)  - 50e,1.0,1.0,1.0,1.0
or_min,solution_time (Test) - 100e,1.0,1.0,1.0,1.0
or_min,solution_time (Val)  - 100e,1.0,1.0,1.0,1.0
or_min,optimality_gap (Test) - 50e,1.0,1.0,1.0,1.0
or_min,optimality_gap (Val)  - 50e,0.9357142857142857,0.4746376811594203,0.4924812030075188,0.4833948339483395
or_min,optimality_gap (Test) - 100e,0.975,0.5,0.4875,0.4936708860759494
or_min,optimality_gap (Val)  - 100e,0.875,0.47297297297297297,0.4605263157894737,0.4666666666666667
or_min,peak_memory (Test) - 50e,0.9071428571428571,0.30620855937311636,0.32944228274967574,0.31740081224617306
or_min,peak_memory (Val)  - 50e,0.9089285714285714,0.31721915285451197,0.30486641221374045,0.30947918061320123
or_min,peak_memory (Test) - 100e,0.9178571428571428,0.3059523809523809,0.3333333333333333,0.319056486654252
or_min,peak_memory (Val)  - 100e,0.9357142857142857,0.3119047619047619,0.3333333333333333,0.32226322263222634
gurobi_min,solution_time (Test) - 50e,0.6857142857142857,0.3887508600259919,0.37980225988700567,0.3838299639104468
gurobi_min,solution_time (Val)  - 50e,0.8410714285714286,0.5162557943531395,0.8090135723098903,0.5125375461943704
gurobi_min,solution_time (Test) - 100e,0.6625,0.38445928753180664,0.37202105803800717,0.37732836106330087
gurobi_min,solution_time (Val)  - 100e,0.7875,0.43465020576131685,0.4114471718942789,0.4227180387700995
gurobi_min,peak_memory (Test) - 50e,0.29642857142857143,0.2632245239589872,0.2945538055936002,0.2614643906517966
gurobi_min,peak_memory (Val)  - 50e,0.4,0.4963672230667305,0.3552747186830293,0.3544442581107809
gurobi_min,peak_memory (Test) - 100e,0.2732142857142857,0.25030434946479724,0.27550425540155965,0.25030350305986515
gurobi_min,peak_memory (Val)  - 100e,0.38571428571428573,0.41719568723600525,0.34851440192668753,0.35641138526568755
greedy_min,solution_time (Test) - 50e,0.9714285714285714,0.9771428571428572,0.8933333333333333,0.9151515151515153
greedy_min,solution_time (Val)  - 50e,0.8964285714285715,0.8387755102040817,0.9157918552036198,0.8548853615520283
greedy_min,solution_time (Test) - 100e,0.9946428571428572,0.9961136530531547,0.984625850340136,0.9901213010113619
greedy_min,solution_time (Val)  - 100e,0.9178571428571428,0.8621262458471761,0.9299095022624435,0.8753968253968255
greedy_min,optimality_gap (Test) - 50e,0.5857142857142857,0.28052227127274426,0.29672299027137733,0.28622430837067064
greedy_min,optimality_gap (Val)  - 50e,0.6928571428571428,0.3240498140061459,0.3365079365079365,0.3293478260869565
greedy_min,optimality_gap (Test) - 100e,0.5982142857142857,0.28734304902975766,0.30209933435739883,0.2934948096885813
greedy_min,optimality_gap (Val)  - 100e,0.7,0.32762923351158646,0.3393939393939394,0.3329423264907136
ga_min,solution_time (Test) - 50e,0.9160714285714285,0.8980645161290323,0.9008302808302808,0.8934784790636734
ga_min,solution_time (Val)  - 50e,0.8589285714285714,0.8411749989993196,0.8345804988662131,0.8346419405912963
ga_min,solution_time (Test) - 100e,0.9178571428571428,0.8982200253896228,0.8903296703296704,0.8866228379486154
