Solver,Dataset,Accuracy,Precision,Recall,F1-Score
ga_min,solution_time (Val)  - 100e,0.8267857142857142,0.8189926739926741,0.8354875283446711,0.8157281018737393
ga_min,peak_memory (Test) - 50e,0.9678571428571429,0.8682170542635659,0.9019230769230768,0.8841698841698842
ga_min,peak_memory (Val)  - 50e,0.9553571428571429,0.8428571428571429,0.8028846153846154,0.8213716108452951
ga_min,peak_memory (Test) - 100e,0.9821428571428571,0.9758522727272727,0.8865384615384615,0.9257845631891434
ga_min,peak_memory (Val)  - 100e,0.9678571428571429,0.983271375464684,0.775,0.8463320934203304
dp_min,solution_time (Test) - 50e,0.8,0.6308139015456089,0.6615554246309647,0.6378909641286901
dp_min,solution_time (Val)  - 50e,0.6875,0.6781659839668084,0.7164943019943021,0.6947386644928584
dp_min,solution_time (Test) - 100e,0.7982142857142858,0.6431790418933631,0.6622937988309919,0.6471546394955328
dp_min,solution_time (Val)  - 100e,0.7321428571428571,0.7290297915650858,0.7277783475783476,0.7270239696057714
dp_min,optimality_gap (Test) - 50e,1.0,1.0,1.0,1.0
dp_min,optimality_gap (Val)  - 50e,0.925,0.47435897435897434,0.4868421052631579,0.4805194805194805
dp_min,optimality_gap (Test) - 100e,1.0,1.0,1.0,1.0
dp_min,optimality_gap (Val)  - 100e,0.925,0.47435897435897434,0.4868421052631579,0.4805194805194805
dp_min,peak_memory (Test) - 50e,0.9964285714285714,0.9986168741355463,0.9833333333333334,0.9907599907599908
dp_min,peak_memory (Val)  - 50e,0.9928571428571429,0.997245179063361,0.9666666666666668,0.981410451865833
dp_min,peak_memory (Test) - 100e,0.9982142857142857,0.9993069993069993,0.9916666666666667,0.9954337298085241
dp_min,peak_memory (Val)  - 100e,0.9910714285714286,0.9965635738831615,0.9583333333333334,0.9767388627492255
bb_min,solution_time (Test) - 50e,0.9839285714285714,0.9865873015873016,0.9535353535353537,0.9670696127712931
bb_min,solution_time (Val)  - 50e,0.8946428571428572,0.8816326530612246,0.8835630181107768,0.8785250156830522
bb_min,solution_time (Test) - 100e,0.9714285714285714,0.9465689865689866,0.9485174323884001,0.9423066215775637
bb_min,solution_time (Val)  - 100e,0.8660714285714286,0.8613201693554273,0.8636809531352538,0.8531502374228305
bb_min,optimality_gap (Test) - 50e,0.8642857142857143,0.388,0.5510822510822511,0.4430769230769231
bb_min,optimality_gap (Val)  - 50e,0.725,0.5685185185185185,0.47518518518518515,0.45851851851851855
bb_min,optimality_gap (Test) - 100e,0.8714285714285714,0.40934513274336287,0.5930735930735931,0.4721090725467093
bb_min,optimality_gap (Val)  - 100e,0.7071428571428572,0.3220212918827263,0.41375661375661377,0.35527445654256623
