Solver,Dataset,MAE,MSE,RMSE,R2,Rel_RMSE,MAPE (%)
ga2,solution_time (Test),0.1694863986643438,0.06679785950741335,0.25845281872599757,0.9923645059859978,0.062249464830823435,22.245294276087705
ga2,solution_time (Val),0.16206428422619043,0.05552960171488167,0.23564719755363456,0.9918010567769809,0.06654613903139447,20.53452761897056
ga2,optimality_gap (Test),1.785425872642857,12.463180334392648,3.5303229787644996,-1.7458832981439958,2.0745112861026165,2.4371757481964892e+16
ga2,optimality_gap (Val),3.730475598542857,46.50506737819102,6.819462396566977,-4.02532735489227,2.58925775694428,1.954212405521264e+16
ga2,peak_memory (Test),33.00348432055749,59522.82462253193,243.9729997818036,0.6149779040404042,0.019982218382826662,0.29907084785133564
ga2,peak_memory (Val),33.219047619047615,64963.86031746031,254.88009007660898,0.5708788565931423,0.020872648885990646,0.2986111111111111
greedy2,solution_time (Test),0.004185830429732867,5.5217576461478904e-05,0.007430853010353448,0.9895967444974786,0.05449551710054913,22.768190743644674
greedy2,solution_time (Val),0.004392113095238094,5.848493303571426e-05,0.007647544248692796,0.9871437494660731,0.0633028066644194,7.1866469420146535
greedy2,optimality_gap (Test),1.5495125350975612,8.103139430239077,2.8466013823925325,-0.3255594136977997,1.9741846366463163,1064871752.8725924
greedy2,optimality_gap (Val),1.6312465860500003,7.175872293777768,2.6787818675244477,0.6097502563004091,0.9051403641289928,762796606.0662184
greedy2,peak_memory (Test),0.0,0.0,0.0,1.0,0.0,0.0
greedy2,peak_memory (Val),0.0,0.0,0.0,1.0,0.0,0.0
or2,solution_time (Test),10.329505691358927,1852.2978419986403,43.038329916466786,0.01484607324369791,3.9483944270424884,554.832024190011
or2,solution_time (Val),1.8937090924362936,41.729951426705455,6.459872400187596,0.7719553336908394,1.5061549099094016,246.40340108728407
or2,optimality_gap (Test),0.0006502397250000008,3.282123798766725e-06,0.0018116632685923522,-0.33642344653640555,3.8329382390147946,1971725.0602429926
or2,optimality_gap (Val),0.0004583114594594602,1.5230464134436763e-06,0.0012341176659636942,0.007318286382608674,2.1898109330797717,159555.52401181057
or2,peak_memory (Test),67310.43801662028,15804653403.848528,125716.55978369965,-0.08943910239171315,0.31389156326492096,23.389690325252175
or2,peak_memory (Val),72597.54097114275,15337875736.078976,123846.17772090899,-0.4467530933968311,0.3018757748582951,23.638410618799206
gurobi2,solution_time (Test),0.018960580545719845,0.0006770361683705134,0.026019918684932766,-0.04101480262818935,0.5095308536885489,40.45568719381117
gurobi2,solution_time (Val),0.028696572320060485,0.0032268333012427245,0.05680522248211624,-0.14230849892956798,0.8697008365232263,38.979232630926205
gurobi2,optimality_gap (Test),0.0,0.0,0.0,1.0,,0.0
gurobi2,optimality_gap (Val),0.0,0.0,0.0,1.0,,0.0
gurobi2,peak_memory (Test),17359.24878603773,513426660.7739843,22658.920114912456,-0.021498604049772663,0.12191109152207528,9.839068822347933
gurobi2,peak_memory (Val),18735.617746651576,624387207.0160131,24987.741134724707,-0.5848627897266236,0.1302173439997179,9.95225698684522
dp2,solution_time (Test),155.2792182055749,43824.819988258976,209.34378421213987,0.9555555708347535,0.15238901988647977,223.73709507230976
dp2,solution_time (Val),151.73753035714284,69200.53008035921,263.0599362889743,0.9188731810317616,0.19532448014492637,54.714628741325974
dp2,optimality_gap (Test),5.884802439024444e-05,2.3699782544170736e-08,0.00015394733691808616,-1.8362243341516233,4.695646310150747,274444.7007137042
dp2,optimality_gap (Val),7.75959750000006e-05,3.8898305203125e-08,0.00019722653270573158,-0.1859761153347994,2.937421131927595,261899.86999655556
dp2,peak_memory (Test),423926.1881533101,305967805773.8123,553143.5670545327,-1.6649251527281566,1.035282267338366,611.6522381990502
dp2,peak_memory (Val),443932.3428571429,295916157222.80054,543981.761847583,-0.9139132967317185,0.9931695222290375,134.78083925654306
