Solver,Dataset,Accuracy,Precision,Recall,F1-Score
ga2,solution_time (Test) - 50e,0.9773519163763066,0.9371217371217371,0.9682539682539681,0.9493004115226338
ga2,solution_time (Val)  - 50e,0.8892857142857142,0.8031408308004053,0.8609523809523811,0.7605248726987858
ga2,solution_time (Test) - 100e,0.9390243902439024,0.903111271806924,0.9246031746031746,0.9001417525512014
ga2,solution_time (Val)  - 100e,0.8982142857142857,0.808430913348946,0.8657142857142859,0.7656413944922135
ga2,optimality_gap (Test) - 50e,0.9250871080139372,0.19414990859232176,0.1903225806451613,0.19221719457013575
ga2,optimality_gap (Val)  - 50e,0.8660714285714286,0.35311198772737235,0.3056218820619963,0.32243028316586964
ga2,optimality_gap (Test) - 100e,0.8954703832752613,0.20468690702087286,0.3838709677419355,0.2081720430107527
ga2,optimality_gap (Val)  - 100e,0.8589285714285714,0.3291986359761296,0.2843452863173155,0.29818065977629904
ga2,peak_memory (Test) - 50e,0.9616724738675958,0.4808362369337979,0.5,0.49023090586145646
ga2,peak_memory (Val)  - 50e,0.9625,0.48125,0.5,0.49044585987261147
ga2,peak_memory (Test) - 100e,0.9616724738675958,0.4808362369337979,0.5,0.49023090586145646
ga2,peak_memory (Val)  - 100e,0.9625,0.48125,0.5,0.49044585987261147
greedy2,solution_time (Test) - 50e,0.8763066202090593,0.7198090325749901,0.7450074875609873,0.7296314289969908
greedy2,solution_time (Val)  - 50e,0.8446428571428571,0.7256959706959708,0.8562799915665191,0.6956939720063433
greedy2,solution_time (Test) - 100e,0.8867595818815331,0.7446235756580585,0.7593331162122446,0.7445699715782024
greedy2,solution_time (Val)  - 100e,0.8375,0.7221274961597544,0.848279991566519,0.6867934389452605
greedy2,optimality_gap (Test) - 50e,0.8257839721254355,0.3605797101449275,0.34870748299319726,0.3544561403508772
greedy2,optimality_gap (Val)  - 50e,0.775,0.38064516129032255,0.35977011494252875,0.3676190476190476
greedy2,optimality_gap (Test) - 100e,0.8170731707317073,0.4882845188284518,0.2860544217687075,0.3265564738292011
greedy2,optimality_gap (Val)  - 100e,0.775,0.3473118279569892,0.35977011494252875,0.35333333333333333
bb2,solution_time (Test) - 50e,0.7814814814814814,0.5857940446650124,0.4996323690794961,0.4910063620589936
bb2,solution_time (Val)  - 50e,0.8091603053435115,0.6236400076350448,0.5541942430927619,0.5798027544351073
bb2,solution_time (Test) - 100e,0.7814814814814814,0.5869490358126721,0.48161571046047147,0.4711731939279208
bb2,solution_time (Val)  - 100e,0.8091603053435115,0.6193009118541033,0.5541942430927619,0.5769949005243122
bb2,optimality_gap (Test) - 50e,0.8,0.23478260869565218,0.21686746987951808,0.2254697286012526
bb2,optimality_gap (Val)  - 50e,0.8244274809160306,0.35732009925558317,0.3263888888888889,0.33926841987633166
bb2,optimality_gap (Test) - 100e,0.8240740740740741,0.23520084566596194,0.22339357429718876,0.22914521112255407
bb2,optimality_gap (Val)  - 100e,0.8244274809160306,0.35732009925558317,0.3263888888888889,0.33926841987633166
bb2,peak_memory (Test) - 50e,0.7685185185185185,0.5924432562199913,0.5866702248448794,0.5816601304755014
bb2,peak_memory (Val)  - 50e,0.7748091603053435,0.781635813850579,0.7395819449997778,0.7528764292995294
bb2,peak_memory (Test) - 100e,0.7648148148148148,0.5816542397125657,0.5756314766839378,0.5736611834497198
bb2,peak_memory (Val)  - 100e,0.7748091603053435,0.7887055653422791,0.743550391291295,0.7601388076791137
or2,solution_time (Test) - 50e,0.95,0.475,0.5,0.48717948717948717
or2,solution_time (Val)  - 50e,0.9459459459459459,0.4861111111111111,0.4861111111111111,0.4861111111111111
or2,solution_time (Test) - 100e,0.95,0.475,0.5,0.48717948717948717
or2,solution_time (Val)  - 100e,0.9517374517374517,0.48619329388560156,0.48908730158730157,0.4876360039564787
or2,optimality_gap (Test) - 50e,0.875,0.3201550387596899,0.30038610038610036,0.30953727123939895
or2,optimality_gap (Val)  - 50e,0.7915057915057915,0.24748858447488584,0.28248847926267284,0.261651376146789
or2,optimality_gap (Test) - 100e,0.9089285714285714,0.48290203327171904,0.33252895752895756,0.36953928731176383
or2,optimality_gap (Val)  - 100e,0.7857142857142857,0.24735632183908046,0.28110599078341014,0.260897583429229
or2,peak_memory (Test) - 50e,0.6285714285714286,0.30319777764334555,0.306310525199689,0.26778900423276814
or2,peak_memory (Val)  - 50e,0.5463320463320464,0.20997445177773044,0.21540935672514622,0.19909825406638385
or2,peak_memory (Test) - 100e,0.6607142857142857,0.37123068636737394,0.3226761857637662,0.28698259155758654
or2,peak_memory (Val)  - 100e,0.5193050193050193,0.2543780193236715,0.20944444444444443,0.20178799489144317
gurobi2,solution_time (Test) - 50e,1.0,1.0,1.0,1.0
gurobi2,solution_time (Val)  - 50e,0.9435483870967742,0.3151515151515151,0.3326226012793177,0.3236514522821577
gurobi2,solution_time (Test) - 100e,1.0,1.0,1.0,1.0
gurobi2,solution_time (Val)  - 100e,0.9375,0.31504065040650403,0.3304904051172708,0.3225806451612903
gurobi2,peak_memory (Test) - 50e,0.43190661478599224,0.414730621641097,0.4012089005776377,0.4066084433325267
gurobi2,peak_memory (Val)  - 50e,0.3407258064516129,0.2747673516212842,0.2647119460894425,0.25965047781132267
gurobi2,peak_memory (Test) - 100e,0.4143968871595331,0.3858474659159659,0.3872072781875714,0.38289589519815875
gurobi2,peak_memory (Val)  - 100e,0.3487903225806452,0.2676880815469908,0.26485350842745164,0.26168416777713743
dp2,solution_time (Test) - 50e,0.7177700348432056,0.6496888315167764,0.6566683147552762,0.6415580526988561
